id,db_id,query,question,query_res
42,college_3,SELECT Rank FROM FACULTY GROUP BY Rank ORDER BY count(*) ASC LIMIT 1,Find the rank of the faculty that the fewest faculties belong to.,"('AssocProf',)
"
43,college_3,SELECT Rank FROM FACULTY GROUP BY Rank ORDER BY count(*) ASC LIMIT 1,What is the least common faculty rank?,"('AssocProf',)
"
44,college_3,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 3",What are the first and last names of the instructors who teach the top 3 number of courses?,"('Alexander', 'Kaplan')
('Louis', 'Beach')
('Luigi', 'Burzio')
"
45,college_3,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 3",What are the full names of the 3 instructors who teach the most courses?,"('Alexander', 'Kaplan')
('Louis', 'Beach')
('Luigi', 'Burzio')
"
46,college_3,SELECT T2.Building FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 1,Which building does the instructor who teaches the most number of courses live in?,"('Barton',)
"
47,college_3,SELECT T2.Building FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 1,Give the building that the instructor who teaches the greatest number of courses lives in.,"('Barton',)
"
48,college_3,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,What are the name of courses that have at least five enrollments?,"('CIRCUITS',)
('APPLIED STATISTICS AND DATA ANALYSIS',)
('INTRODUCTION TO PROBABILITY',)
('COMBINATORIAL ANALYSIS',)
('INTRO TO PROGRAMMING IN JAVA',)
('EXPLORING THE INTERNET',)
('DATA STRUCTURES in JAVA',)
('MULTIMEDIA COMPUTING',)
('SUPERCOMPUTING',)
('DATABASE SYSTEMS',)
('COMPUTER SYSTEM FUNDAMENTALS',)
('DISTRIBUTED SYSTEMS',)
('DATABASE SYSTEMS',)
('DISTRIBUTED SYSTEMS',)
('QUANTITATIVE MEDICAL COMPUTING',)
('COMPUTER VISION',)
('ALGORITHMS I',)
('INTRO TO NATURAL LANGUAGE PROCESSING',)
"
49,college_3,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,Give the names of the courses with at least five enrollments.,"('CIRCUITS',)
('APPLIED STATISTICS AND DATA ANALYSIS',)
('INTRODUCTION TO PROBABILITY',)
('COMBINATORIAL ANALYSIS',)
('INTRO TO PROGRAMMING IN JAVA',)
('EXPLORING THE INTERNET',)
('DATA STRUCTURES in JAVA',)
('MULTIMEDIA COMPUTING',)
('SUPERCOMPUTING',)
('DATABASE SYSTEMS',)
('COMPUTER SYSTEM FUNDAMENTALS',)
('DISTRIBUTED SYSTEMS',)
('DATABASE SYSTEMS',)
('DISTRIBUTED SYSTEMS',)
('QUANTITATIVE MEDICAL COMPUTING',)
('COMPUTER VISION',)
('ALGORITHMS I',)
('INTRO TO NATURAL LANGUAGE PROCESSING',)
"
50,college_3,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID WHERE T1.CName  =  ""COMPUTER LITERACY""",Find the first name and last name of the instructor of course that has course name,"('Louis', 'Beach')
"
51,college_3,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID WHERE T1.CName  =  ""COMPUTER LITERACY""",What is the full name of the instructor who has a course named COMPUTER LITERACY?,"('Louis', 'Beach')
"
52,college_3,"SELECT T2.Dname ,  T2.Room FROM COURSE AS T1 JOIN DEPARTMENT AS T2 ON T1.DNO  =  T2.DNO WHERE T1.CName  =  ""INTRODUCTION TO COMPUTER SCIENCE""",Find the department name and room of the course INTRODUCTION TO COMPUTER SCIENCE.,"('Computer Science', '224')
"
53,college_3,"SELECT T2.Dname ,  T2.Room FROM COURSE AS T1 JOIN DEPARTMENT AS T2 ON T1.DNO  =  T2.DNO WHERE T1.CName  =  ""INTRODUCTION TO COMPUTER SCIENCE""",What are the department name and room for the course INTRODUCTION TO COMPUTER SCIENCE?,"('Computer Science', '224')
"
54,college_3,"SELECT T3.Fname ,  T3.LName ,  T2.gradepoint FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID",Find the student first and last names and grade points of all enrollments.,"('Linda', 'Smith', 3.7)
('Linda', 'Smith', 3.0)
('Linda', 'Smith', 3.3)
('Linda', 'Smith', 4.0)
('Linda', 'Smith', 2.7)
('Linda', 'Smith', 3.0)
('Tracy', 'Kim', 3.3)
('Tracy', 'Kim', 2.0)
('Tracy', 'Kim', 2.3)
('Tracy', 'Kim', 4.0)
('Tracy', 'Kim', 3.0)
('Tracy', 'Kim', 3.3)
('Shiela', 'Jones', 3.0)
('Shiela', 'Jones', 3.0)
('Shiela', 'Jones', 3.0)
('Shiela', 'Jones', 3.3)
('Shiela', 'Jones', 3.0)
('Dinesh', 'Kumar', 1.7)
('Dinesh', 'Kumar', 1.7)
('Dinesh', 'Kumar', 1.7)
('Dinesh', 'Kumar', 3.7)
('Dinesh', 'Kumar', 2.0)
('Dinesh', 'Kumar', 4.0)
('Dinesh', 'Kumar', 4.0)
('Paul', 'Gompers', 4.0)
('Paul', 'Gompers', 2.3)
('Paul', 'Gompers', 2.0)
('Paul', 'Gompers', 4.0)
('Paul', 'Gompers', 3.0)
('Andy', 'Schultz', 3.0)
('Andy', 'Schultz', 3.3)
('Andy', 'Schultz', 2.7)
('Andy', 'Schultz', 1.7)
('Andy', 'Schultz', 3.7)
('Andy', 'Schultz', 4.0)
('Lisa', 'Apap', 4.0)
('Lisa', 'Apap', 3.7)
('Lisa', 'Apap', 2.3)
('Lisa', 'Apap', 4.0)
('Lisa', 'Apap', 3.7)
('Lisa', 'Apap', 2.0)
('Jandy', 'Nelson', 4.0)
('Jandy', 'Nelson', 3.0)
('Jandy', 'Nelson', 3.0)
('Jandy', 'Nelson', 3.0)
('Jandy', 'Nelson', 3.0)
('Eric', 'Tai', 3.3)
('Eric', 'Tai', 2.0)
('Eric', 'Tai', 3.7)
('Eric', 'Tai', 3.0)
('Eric', 'Tai', 2.0)
('Eric', 'Tai', 4.0)
('Eric', 'Tai', 2.7)
('Eric', 'Tai', 3.7)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 2.3)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 3.3)
('David', 'Adams', 3.0)
('David', 'Adams', 3.0)
('David', 'Adams', 4.0)
('David', 'Adams', 3.7)
('David', 'Adams', 3.0)
('David', 'Adams', 3.3)
('Steven', 'Davis', 2.7)
('Steven', 'Davis', 2.7)
('Steven', 'Davis', 3.7)
('Steven', 'Davis', 4.0)
('Steven', 'Davis', 3.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 3.0)
('Charles', 'Norris', 3.0)
('Charles', 'Norris', 3.0)
('Susan', 'Lee', 4.0)
('Susan', 'Lee', 4.0)
('Susan', 'Lee', 4.0)
('Susan', 'Lee', 1.7)
('Susan', 'Lee', 4.0)
('Mark', 'Schwartz', 2.7)
('Mark', 'Schwartz', 0.7)
('Mark', 'Schwartz', 4.0)
('Mark', 'Schwartz', 4.0)
('Mark', 'Schwartz', 3.7)
('Mark', 'Schwartz', 3.3)
('Mark', 'Schwartz', 2.7)
('Bruce', 'Wilson', 3.0)
('Bruce', 'Wilson', 3.0)
('Bruce', 'Wilson', 2.0)
('Bruce', 'Wilson', 3.0)
('Bruce', 'Wilson', 3.7)
('Bruce', 'Wilson', 4.0)
('Bruce', 'Wilson', 2.0)
('Michael', 'Leighton', 3.7)
('Michael', 'Leighton', 4.0)
('Michael', 'Leighton', 4.0)
('Michael', 'Leighton', 1.7)
('Michael', 'Leighton', 3.0)
('Michael', 'Leighton', 3.0)
('Arthur', 'Pang', 3.0)
('Arthur', 'Pang', 3.0)
('Arthur', 'Pang', 1.3)
('Arthur', 'Pang', 4.0)
('Arthur', 'Pang', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('George', 'Andreou', 2.7)
('George', 'Andreou', 3.0)
('George', 'Andreou', 3.0)
('George', 'Andreou', 3.0)
('George', 'Andreou', 3.0)
('George', 'Andreou', 2.7)
('George', 'Andreou', 2.0)
('George', 'Andreou', 4.0)
('George', 'Andreou', 3.0)
('Michael', 'Woods', 3.0)
('Michael', 'Woods', 3.3)
('Michael', 'Woods', 4.0)
('Michael', 'Woods', 4.0)
('Michael', 'Woods', 4.0)
('Michael', 'Woods', 3.0)
('Michael', 'Woods', 3.0)
('Michael', 'Woods', 1.0)
('Michael', 'Woods', 4.0)
('David', 'Shieber', 3.7)
('David', 'Shieber', 3.0)
('David', 'Shieber', 3.0)
('David', 'Shieber', 3.3)
('David', 'Shieber', 4.0)
('David', 'Shieber', 4.0)
('David', 'Shieber', 3.0)
('David', 'Shieber', 3.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 2.0)
('Stacy', 'Prater', 3.7)
('Stacy', 'Prater', 4.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 3.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 2.0)
('Mark', 'Goldman', 3.0)
('Mark', 'Goldman', 3.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 2.7)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 2.7)
('Paul', 'Brody', 2.7)
('Paul', 'Brody', 3.0)
('Eric', 'Rugh', 3.3)
('Eric', 'Rugh', 4.0)
('Eric', 'Rugh', 4.0)
('Eric', 'Rugh', 4.0)
('Eric', 'Rugh', 4.0)
('Jun', 'Han', 1.7)
('Jun', 'Han', 4.0)
('Jun', 'Han', 2.7)
('Jun', 'Han', 3.7)
('Jun', 'Han', 2.7)
('Jun', 'Han', 4.0)
('Lisa', 'Cheng', 3.0)
('Lisa', 'Cheng', 3.0)
('Lisa', 'Cheng', 2.7)
('Lisa', 'Cheng', 2.7)
('Lisa', 'Cheng', 3.0)
('Lisa', 'Cheng', 3.3)
('Lisa', 'Cheng', 3.0)
('Sarah', 'Smith', 3.3)
('Sarah', 'Smith', 3.0)
('Sarah', 'Smith', 2.0)
('Sarah', 'Smith', 4.0)
('Eric', 'Brown', 3.7)
('Eric', 'Brown', 0.7)
('Eric', 'Brown', 3.7)
('Eric', 'Brown', 4.0)
('Eric', 'Brown', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 3.0)
('Eric', 'Epp', 3.3)
('Eric', 'Epp', 3.0)
('Eric', 'Epp', 3.0)
('Eric', 'Epp', 3.3)
('Eric', 'Epp', 3.0)
('Sarah', 'Schmidt', 2.7)
('Sarah', 'Schmidt', 3.7)
('Sarah', 'Schmidt', 3.0)
('Sarah', 'Schmidt', 1.0)
('Sarah', 'Schmidt', 4.0)
('Sarah', 'Schmidt', 2.7)
"
55,college_3,"SELECT T3.Fname ,  T3.LName ,  T2.gradepoint FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID",What are the full names and gradepoints for all enrollments?,"('Linda', 'Smith', 3.7)
('Linda', 'Smith', 3.0)
('Linda', 'Smith', 3.3)
('Linda', 'Smith', 4.0)
('Linda', 'Smith', 2.7)
('Linda', 'Smith', 3.0)
('Tracy', 'Kim', 3.3)
('Tracy', 'Kim', 2.0)
('Tracy', 'Kim', 2.3)
('Tracy', 'Kim', 4.0)
('Tracy', 'Kim', 3.0)
('Tracy', 'Kim', 3.3)
('Shiela', 'Jones', 3.0)
('Shiela', 'Jones', 3.0)
('Shiela', 'Jones', 3.0)
('Shiela', 'Jones', 3.3)
('Shiela', 'Jones', 3.0)
('Dinesh', 'Kumar', 1.7)
('Dinesh', 'Kumar', 1.7)
('Dinesh', 'Kumar', 1.7)
('Dinesh', 'Kumar', 3.7)
('Dinesh', 'Kumar', 2.0)
('Dinesh', 'Kumar', 4.0)
('Dinesh', 'Kumar', 4.0)
('Paul', 'Gompers', 4.0)
('Paul', 'Gompers', 2.3)
('Paul', 'Gompers', 2.0)
('Paul', 'Gompers', 4.0)
('Paul', 'Gompers', 3.0)
('Andy', 'Schultz', 3.0)
('Andy', 'Schultz', 3.3)
('Andy', 'Schultz', 2.7)
('Andy', 'Schultz', 1.7)
('Andy', 'Schultz', 3.7)
('Andy', 'Schultz', 4.0)
('Lisa', 'Apap', 4.0)
('Lisa', 'Apap', 3.7)
('Lisa', 'Apap', 2.3)
('Lisa', 'Apap', 4.0)
('Lisa', 'Apap', 3.7)
('Lisa', 'Apap', 2.0)
('Jandy', 'Nelson', 4.0)
('Jandy', 'Nelson', 3.0)
('Jandy', 'Nelson', 3.0)
('Jandy', 'Nelson', 3.0)
('Jandy', 'Nelson', 3.0)
('Eric', 'Tai', 3.3)
('Eric', 'Tai', 2.0)
('Eric', 'Tai', 3.7)
('Eric', 'Tai', 3.0)
('Eric', 'Tai', 2.0)
('Eric', 'Tai', 4.0)
('Eric', 'Tai', 2.7)
('Eric', 'Tai', 3.7)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 2.3)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 4.0)
('Derek', 'Lee', 3.3)
('David', 'Adams', 3.0)
('David', 'Adams', 3.0)
('David', 'Adams', 4.0)
('David', 'Adams', 3.7)
('David', 'Adams', 3.0)
('David', 'Adams', 3.3)
('Steven', 'Davis', 2.7)
('Steven', 'Davis', 2.7)
('Steven', 'Davis', 3.7)
('Steven', 'Davis', 4.0)
('Steven', 'Davis', 3.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 4.0)
('Charles', 'Norris', 3.0)
('Charles', 'Norris', 3.0)
('Charles', 'Norris', 3.0)
('Susan', 'Lee', 4.0)
('Susan', 'Lee', 4.0)
('Susan', 'Lee', 4.0)
('Susan', 'Lee', 1.7)
('Susan', 'Lee', 4.0)
('Mark', 'Schwartz', 2.7)
('Mark', 'Schwartz', 0.7)
('Mark', 'Schwartz', 4.0)
('Mark', 'Schwartz', 4.0)
('Mark', 'Schwartz', 3.7)
('Mark', 'Schwartz', 3.3)
('Mark', 'Schwartz', 2.7)
('Bruce', 'Wilson', 3.0)
('Bruce', 'Wilson', 3.0)
('Bruce', 'Wilson', 2.0)
('Bruce', 'Wilson', 3.0)
('Bruce', 'Wilson', 3.7)
('Bruce', 'Wilson', 4.0)
('Bruce', 'Wilson', 2.0)
('Michael', 'Leighton', 3.7)
('Michael', 'Leighton', 4.0)
('Michael', 'Leighton', 4.0)
('Michael', 'Leighton', 1.7)
('Michael', 'Leighton', 3.0)
('Michael', 'Leighton', 3.0)
('Arthur', 'Pang', 3.0)
('Arthur', 'Pang', 3.0)
('Arthur', 'Pang', 1.3)
('Arthur', 'Pang', 4.0)
('Arthur', 'Pang', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('Ian', 'Thornton', 4.0)
('George', 'Andreou', 2.7)
('George', 'Andreou', 3.0)
('George', 'Andreou', 3.0)
('George', 'Andreou', 3.0)
('George', 'Andreou', 3.0)
('George', 'Andreou', 2.7)
('George', 'Andreou', 2.0)
('George', 'Andreou', 4.0)
('George', 'Andreou', 3.0)
('Michael', 'Woods', 3.0)
('Michael', 'Woods', 3.3)
('Michael', 'Woods', 4.0)
('Michael', 'Woods', 4.0)
('Michael', 'Woods', 4.0)
('Michael', 'Woods', 3.0)
('Michael', 'Woods', 3.0)
('Michael', 'Woods', 1.0)
('Michael', 'Woods', 4.0)
('David', 'Shieber', 3.7)
('David', 'Shieber', 3.0)
('David', 'Shieber', 3.0)
('David', 'Shieber', 3.3)
('David', 'Shieber', 4.0)
('David', 'Shieber', 4.0)
('David', 'Shieber', 3.0)
('David', 'Shieber', 3.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 2.0)
('Stacy', 'Prater', 3.7)
('Stacy', 'Prater', 4.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 3.0)
('Stacy', 'Prater', 3.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 4.0)
('Mark', 'Goldman', 2.0)
('Mark', 'Goldman', 3.0)
('Mark', 'Goldman', 3.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 4.0)
('Eric', 'Pang', 2.7)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 3.0)
('Paul', 'Brody', 2.7)
('Paul', 'Brody', 2.7)
('Paul', 'Brody', 3.0)
('Eric', 'Rugh', 3.3)
('Eric', 'Rugh', 4.0)
('Eric', 'Rugh', 4.0)
('Eric', 'Rugh', 4.0)
('Eric', 'Rugh', 4.0)
('Jun', 'Han', 1.7)
('Jun', 'Han', 4.0)
('Jun', 'Han', 2.7)
('Jun', 'Han', 3.7)
('Jun', 'Han', 2.7)
('Jun', 'Han', 4.0)
('Lisa', 'Cheng', 3.0)
('Lisa', 'Cheng', 3.0)
('Lisa', 'Cheng', 2.7)
('Lisa', 'Cheng', 2.7)
('Lisa', 'Cheng', 3.0)
('Lisa', 'Cheng', 3.3)
('Lisa', 'Cheng', 3.0)
('Sarah', 'Smith', 3.3)
('Sarah', 'Smith', 3.0)
('Sarah', 'Smith', 2.0)
('Sarah', 'Smith', 4.0)
('Eric', 'Brown', 3.7)
('Eric', 'Brown', 0.7)
('Eric', 'Brown', 3.7)
('Eric', 'Brown', 4.0)
('Eric', 'Brown', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 4.0)
('William', 'Simms', 3.0)
('Eric', 'Epp', 3.3)
('Eric', 'Epp', 3.0)
('Eric', 'Epp', 3.0)
('Eric', 'Epp', 3.3)
('Eric', 'Epp', 3.0)
('Sarah', 'Schmidt', 2.7)
('Sarah', 'Schmidt', 3.7)
('Sarah', 'Schmidt', 3.0)
('Sarah', 'Schmidt', 1.0)
('Sarah', 'Schmidt', 4.0)
('Sarah', 'Schmidt', 2.7)
"
56,college_3,SELECT DISTINCT T3.Fname FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T2.gradepoint  >=  3.8,Find the distinct student first names of all students that have grade point at least 3.8 in one course.,"('Linda',)
('Tracy',)
('Dinesh',)
('Paul',)
('Andy',)
('Lisa',)
('Jandy',)
('Eric',)
('Derek',)
('David',)
('Steven',)
('Charles',)
('Susan',)
('Mark',)
('Bruce',)
('Michael',)
('Arthur',)
('Ian',)
('George',)
('Stacy',)
('Jun',)
('Sarah',)
('William',)
"
57,college_3,SELECT DISTINCT T3.Fname FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T2.gradepoint  >=  3.8,What are the distinct first names for students with a grade point of 3.8 or above in at least one course?,"('Linda',)
('Tracy',)
('Dinesh',)
('Paul',)
('Andy',)
('Lisa',)
('Jandy',)
('Eric',)
('Derek',)
('David',)
('Steven',)
('Charles',)
('Susan',)
('Mark',)
('Bruce',)
('Michael',)
('Arthur',)
('Ian',)
('George',)
('Stacy',)
('Jun',)
('Sarah',)
('William',)
"
58,college_3,"SELECT T1.Fname ,  T1.Lname FROM FACULTY AS T1 JOIN MEMBER_OF AS T2 ON T1.FacID  =  T2.FacID WHERE T2.DNO  =  520",Find the full names of faculties who are members of department with department number 520.,"('Richard', 'Joseph')
('Jacob', 'Khurgin')
('Lawrence', 'Wolff')
('Andreas', 'Andreou')
('William', 'Brody')
('Gert', 'Cauwenberghs')
('Oliver', 'Collins')
('Frederic', 'Davidson')
('John', 'Goutsias')
('Brian', 'Hughes')
('Pablo', 'Iglesias')
('Frederick', 'Jelinek')
('Alexander', 'Kaplan')
('Gerard', 'Meyer')
('Jerry', 'Prince')
('Wilson', 'Rugh')
('Thordur', 'Runolfsson')
('Howard', 'Weinert')
('Charles', 'Westgate')
('William', 'Byrne')
('Robert', 'Glaser')
"
59,college_3,"SELECT T1.Fname ,  T1.Lname FROM FACULTY AS T1 JOIN MEMBER_OF AS T2 ON T1.FacID  =  T2.FacID WHERE T2.DNO  =  520",What are the full names of faculty members who are a part of department 520?,"('Richard', 'Joseph')
('Jacob', 'Khurgin')
('Lawrence', 'Wolff')
('Andreas', 'Andreou')
('William', 'Brody')
('Gert', 'Cauwenberghs')
('Oliver', 'Collins')
('Frederic', 'Davidson')
('John', 'Goutsias')
('Brian', 'Hughes')
('Pablo', 'Iglesias')
('Frederick', 'Jelinek')
('Alexander', 'Kaplan')
('Gerard', 'Meyer')
('Jerry', 'Prince')
('Wilson', 'Rugh')
('Thordur', 'Runolfsson')
('Howard', 'Weinert')
('Charles', 'Westgate')
('William', 'Byrne')
('Robert', 'Glaser')
"
60,college_3,"SELECT T2.Fname ,  T2.Lname FROM MINOR_IN AS T1 JOIN STUDENT AS T2 ON T1.StuID  =  T2.StuID WHERE T1.DNO  =  140",What are the first names and last names of the students that minor in the department with DNO 140.,"('Susan', 'Lee')
"
61,college_3,"SELECT T2.Fname ,  T2.Lname FROM MINOR_IN AS T1 JOIN STUDENT AS T2 ON T1.StuID  =  T2.StuID WHERE T1.DNO  =  140",What are the full names of students minoring in department 140?,"('Susan', 'Lee')
"
62,college_3,"SELECT T2.Lname FROM DEPARTMENT AS T1 JOIN FACULTY AS T2 ON T1.DNO  =  T3.DNO JOIN MEMBER_OF AS T3 ON T2.FacID  =  T3.FacID WHERE T1.DName  =  ""Computer Science""",Find the last names of faculties who are members of computer science department.,"('Brill',)
('Amir',)
('Awerbuch',)
('Goodrich',)
('Kosaraju',)
('Kumar',)
('Masson',)
('Salzberg',)
('Smith',)
('Taylor',)
('Wolff',)
('Yarowsky',)
('Angelopoulou',)
('Beach',)
('Delcher',)
('Jones',)
('Giuliano',)
('Houlahan',)
('Brent',)
('Jelinek',)
"
63,college_3,"SELECT T2.Lname FROM DEPARTMENT AS T1 JOIN FACULTY AS T2 ON T1.DNO  =  T3.DNO JOIN MEMBER_OF AS T3 ON T2.FacID  =  T3.FacID WHERE T1.DName  =  ""Computer Science""",What are the last names of faculty who are part of the computer science department?,"('Brill',)
('Amir',)
('Awerbuch',)
('Goodrich',)
('Kosaraju',)
('Kumar',)
('Masson',)
('Salzberg',)
('Smith',)
('Taylor',)
('Wolff',)
('Yarowsky',)
('Angelopoulou',)
('Beach',)
('Delcher',)
('Jones',)
('Giuliano',)
('Houlahan',)
('Brent',)
('Jelinek',)
"
64,college_3,"SELECT avg(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.LName  =  ""Smith""",Find the average grade point of student whose last name is Smith.,"(3.2,)
"
65,college_3,"SELECT avg(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.LName  =  ""Smith""",What is the average gradepoint for students with the last name Smith?,"(3.2,)
"
66,college_3,"SELECT max(T2.gradepoint) ,  min(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.city_code  =  ""NYC""",What is the maximum and minimum grade point of students who live in NYC?,"(4.0, 2.0)
"
67,college_3,"SELECT max(T2.gradepoint) ,  min(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.city_code  =  ""NYC""",Give the maximum and minimum gradepoints for students living in NYC?,"(4.0, 2.0)
"
